query_song_id,query_audio_id,query_title,query_artist,recommended_song_id,recommended_audio_id,recommended_title,recommended_artist,rank,similarity,variant,reason
lyrics_full_03125,3127,Glad You Exist,Dan + Shay,lyrics_full_01941,1943,Big Green Tractor,Jason Aldean,4,0.3371187448501587,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03125,3127,Glad You Exist,Dan + Shay,lyrics_full_00993,995,You Sang to Me,Marc Anthony,5,0.32093358039855957,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03212,3214,Glimpse of Us,Joji,lyrics_full_03473,3475,That's So True,Gracie Abrams,1,0.3997367024421692,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03212,3214,Glimpse of Us,Joji,lyrics_full_01950,1952,Then,Brad Paisley,2,0.39708757400512695,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03212,3214,Glimpse of Us,Joji,lyrics_full_01859,1861,You're Gonna Miss This,Trace Adkins,3,0.3802025318145752,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03212,3214,Glimpse of Us,Joji,lyrics_full_00644,646,"The Earth, the Sun, the Rain",Color Me Badd,4,0.3787969946861267,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03212,3214,Glimpse of Us,Joji,lyrics_full_03206,3208,She Had Me at Heads Carolina,Cole Swindell,5,0.37507861852645874,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03000,3002,Go Crazy,Chris Brown and Young Thug,lyrics_full_02945,2947,Baby,Lil Baby and DaBaby,1,0.43631047010421753,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03000,3002,Go Crazy,Chris Brown and Young Thug,lyrics_full_01121,1123,Differences,Ginuwine,2,0.4338703155517578,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03000,3002,Go Crazy,Chris Brown and Young Thug,lyrics_full_02651,2653,Back to Sleep,Chris Brown,3,0.37902432680130005,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03000,3002,Go Crazy,Chris Brown and Young Thug,lyrics_full_02990,2992,Bop,DaBaby,4,0.36128824949264526,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03000,3002,Go Crazy,Chris Brown and Young Thug,lyrics_full_01272,1274,In da Club,50 Cent,5,0.3533899188041687,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02159,2161,God Gave Me You,Blake Shelton,lyrics_full_02729,2731,Praying,Kesha,1,0.3999496102333069,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02159,2161,God Gave Me You,Blake Shelton,lyrics_full_03282,3284,Thank God,Kane Brown and Katelyn Brown,2,0.38056492805480957,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02159,2161,God Gave Me You,Blake Shelton,lyrics_full_00928,930,From This Moment On,Shania Twain,3,0.37943631410598755,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02159,2161,God Gave Me You,Blake Shelton,lyrics_full_02946,2948,Look What God Gave Her,Thomas Rhett,4,0.3790019750595093,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02159,2161,God Gave Me You,Blake Shelton,lyrics_full_00646,648,Wonderwall,Oasis,5,0.37344223260879517,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02824,2826,God Is a Woman,Ariana Grande,lyrics_full_00439,441,Stroke You Up,Changing Faces,1,0.4355308413505554,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02824,2826,God Is a Woman,Ariana Grande,lyrics_full_01143,1145,Play,Jennifer Lopez,2,0.36148571968078613,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02824,2826,God Is a Woman,Ariana Grande,lyrics_full_03015,3017,Come & Go,Juice Wrld and Marshmello,3,0.3518568277359009,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02824,2826,God Is a Woman,Ariana Grande,lyrics_full_03553,3555,Heart of a Woman,Summer Walker,4,0.3515418767929077,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02824,2826,God Is a Woman,Ariana Grande,lyrics_full_02598,2600,Dangerous Woman,Ariana Grande,5,0.346142053604126,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02915,2917,God's Country,Blake Shelton,lyrics_full_03396,3398,Ain't No Love in Oklahoma,Luke Combs,1,0.4539560079574585,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02915,2917,God's Country,Blake Shelton,lyrics_full_02611,2613,H.O.L.Y.,Florida Georgia Line,2,0.4456653594970703,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02915,2917,God's Country,Blake Shelton,lyrics_full_03226,3228,5 Foot 9,Tyler Hubbard,3,0.40484464168548584,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02915,2917,God's Country,Blake Shelton,lyrics_full_03145,3147,Good Time,Niko Moon,4,0.39485013484954834,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02915,2917,God's Country,Blake Shelton,lyrics_full_02832,2834,You Make It Easy,Jason Aldean,5,0.3864392638206482,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02763,2765,God's Plan,Drake,lyrics_full_03411,3413,Gata Only,FloyyMenor and Cris MJ,1,0.48322993516921997,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02763,2765,God's Plan,Drake,lyrics_full_03331,3333,Where She Goes,Bad Bunny,2,0.4320693612098694,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02763,2765,God's Plan,Drake,lyrics_full_02603,2605,Controlla,Drake,3,0.43169569969177246,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02763,2765,God's Plan,Drake,lyrics_full_00963,965,Stay the Same,Joey McIntyre,4,0.42827922105789185,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02763,2765,God's Plan,Drake,lyrics_full_01158,1160,I Wish,R. Kelly,5,0.4234543442726135,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01541,1543,Goin' Crazy,Natalie,lyrics_full_00730,732,Ooh Aah... Just a Little Bit,Gina G,1,0.39026039838790894,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01541,1543,Goin' Crazy,Natalie,lyrics_full_02316,2318,Love Somebody,Maroon 5,2,0.38849371671676636,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01541,1543,Goin' Crazy,Natalie,lyrics_full_02764,2766,Perfect,Ed Sheeran,3,0.3772313594818115,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01541,1543,Goin' Crazy,Natalie,lyrics_full_02983,2985,Falling,Trevor Daniel,4,0.37477588653564453,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01541,1543,Goin' Crazy,Natalie,lyrics_full_02605,2607,One Call Away,Charlie Puth,5,0.35729479789733887,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03318,3320,"Going, Going, Gone",Luke Combs,lyrics_full_03088,3090,Fancy Like,Walker Hayes,1,0.41594886779785156,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03318,3320,"Going, Going, Gone",Luke Combs,lyrics_full_01459,1461,Let's Get It Started,The Black Eyed Peas,2,0.34727585315704346,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03318,3320,"Going, Going, Gone",Luke Combs,lyrics_full_03217,3219,Sand in My Boots,Morgan Wallen,3,0.32714521884918213,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03318,3320,"Going, Going, Gone",Luke Combs,lyrics_full_03537,3539,I'm Gonna Love You,Cody Johnson and Carrie Underwood,4,0.32044827938079834,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03318,3320,"Going, Going, Gone",Luke Combs,lyrics_full_02799,2801,Whatever It Takes,Imagine Dragons,5,0.3198243975639343,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03300,3302,Golden Hour,Jvke,lyrics_full_00728,730,Sunny Came Home,Shawn Colvin,1,0.39411211013793945,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03300,3302,Golden Hour,Jvke,lyrics_full_00122,123,Joyride,Roxette,2,0.3774094581604004,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03300,3302,Golden Hour,Jvke,lyrics_full_00746,748,When You Love a Woman,Journey,3,0.37462687492370605,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03300,3302,Golden Hour,Jvke,lyrics_full_00499,501,Kiss from a Rose,Seal,4,0.37131643295288086,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03300,3302,Golden Hour,Jvke,lyrics_full_02420,2422,Sing,Ed Sheeran,5,0.3643578290939331,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03484,3486,Golden,"Huntrix: Ejae, Audrey Nuna and Rei Ami",lyrics_full_03527,3529,How It's Done,"Huntrix: Ejae, Audrey Nuna and Rei Ami",1,0.5134888291358948,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03484,3486,Golden,"Huntrix: Ejae, Audrey Nuna and Rei Ami",lyrics_full_02233,2235,Ho Hey,The Lumineers,2,0.502799928188324,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03484,3486,Golden,"Huntrix: Ejae, Audrey Nuna and Rei Ami",lyrics_full_03468,3470,APT.,Rosé and Bruno Mars,3,0.422519326210022,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03484,3486,Golden,"Huntrix: Ejae, Audrey Nuna and Rei Ami",lyrics_full_03303,3305,Cupid,Fifty Fifty,4,0.4205665588378906,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03484,3486,Golden,"Huntrix: Ejae, Audrey Nuna and Rei Ami",lyrics_full_03355,3357,"Bzrp Music Sessions, Vol. 53",Bizarrap and Shakira,5,0.3893909454345703,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02614,2616,Gold,Kiiara,lyrics_full_01792,1794,Clumsy,Fergie,1,0.4142192006111145,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02614,2616,Gold,Kiiara,lyrics_full_02398,2400,Boom Clap,Charli XCX,2,0.4022493362426758,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02614,2616,Gold,Kiiara,lyrics_full_00822,824,I Will Come to You,Hanson,3,0.3769536018371582,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02614,2616,Gold,Kiiara,lyrics_full_00595,597,Because You Loved Me,Celine Dion,4,0.37121689319610596,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02614,2616,Gold,Kiiara,lyrics_full_02260,2262,Hard to Love,Lee Brice,5,0.36457693576812744,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02326,2328,"Gone, Gone, Gone",Phillip Phillips,lyrics_full_00822,824,I Will Come to You,Hanson,1,0.4290578365325928,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02326,2328,"Gone, Gone, Gone",Phillip Phillips,lyrics_full_02393,2395,Maps,Maroon 5,2,0.389265775680542,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02326,2328,"Gone, Gone, Gone",Phillip Phillips,lyrics_full_02590,2592,Treat You Better,Shawn Mendes,3,0.35945844650268555,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02326,2328,"Gone, Gone, Gone",Phillip Phillips,lyrics_full_00710,712,The Freshmen,The Verve Pipe,4,0.3445318937301636,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02326,2328,"Gone, Gone, Gone",Phillip Phillips,lyrics_full_01013,1015,I Turn to You,Christina Aguilera,5,0.33930909633636475,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00805,807,Gone till November,Wyclef Jean,lyrics_full_00322,323,Ditty,Paperboy,1,0.3825119733810425,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00805,807,Gone till November,Wyclef Jean,lyrics_full_02257,2259,Cashin' Out,Cash Out,2,0.3721736669540405,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00805,807,Gone till November,Wyclef Jean,lyrics_full_00835,837,I Still Love You,Next,3,0.35666990280151367,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00805,807,Gone till November,Wyclef Jean,lyrics_full_02717,2719,Tunnel Vision,Kodak Black,4,0.32949841022491455,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00805,807,Gone till November,Wyclef Jean,lyrics_full_01274,1276,Get Busy,Sean Paul,5,0.3238389492034912,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01246,1248,Gone,NSYNC,lyrics_full_00995,997,Get It On Tonite,Montell Jordan,1,0.39091306924819946,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01246,1248,Gone,NSYNC,lyrics_full_00835,837,I Still Love You,Next,2,0.3651111125946045,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01246,1248,Gone,NSYNC,lyrics_full_00020,21,All Around the World,Lisa Stansfield,3,0.35083436965942383,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01246,1248,Gone,NSYNC,lyrics_full_00598,600,Give Me One Reason,Tracy Chapman,4,0.3430896997451782,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01246,1248,Gone,NSYNC,lyrics_full_01132,1134,Never Had a Dream Come True,S Club 7,5,0.32785332202911377,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03066,3068,Good 4 U,Olivia Rodrigo,lyrics_full_03448,3450,Wildflower,Billie Eilish,1,0.46332669258117676,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03066,3068,Good 4 U,Olivia Rodrigo,lyrics_full_02151,2153,Best Thing I Never Had,Beyoncé,2,0.39438241720199585,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03066,3068,Good 4 U,Olivia Rodrigo,lyrics_full_01711,1713,Ice Box,Omarion,3,0.39080822467803955,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03066,3068,Good 4 U,Olivia Rodrigo,lyrics_full_00907,909,I Still Believe,Mariah Carey,4,0.35878264904022217,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03066,3068,Good 4 U,Olivia Rodrigo,lyrics_full_03362,3364,Beautiful Things,Benson Boone,5,0.3566763401031494,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02992,2994,Good as Hell,Lizzo,lyrics_full_02400,2402,Anaconda,Nicki Minaj,1,0.4839005470275879,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02992,2994,Good as Hell,Lizzo,lyrics_full_02899,2901,Please Me,Cardi B and Bruno Mars,2,0.4083845615386963,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02992,2994,Good as Hell,Lizzo,lyrics_full_03276,3278,Under the Influence,Chris Brown,3,0.3859783411026001,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02992,2994,Good as Hell,Lizzo,lyrics_full_02590,2592,Treat You Better,Shawn Mendes,4,0.38118982315063477,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02992,2994,Good as Hell,Lizzo,lyrics_full_03190,3192,One Right Now,Post Malone and the Weeknd,5,0.37303340435028076,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02947,2949,Good as You,Kane Brown,lyrics_full_00027,28,Love Will Lead You Back,Taylor Dayne,1,0.4205291271209717,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02947,2949,Good as You,Kane Brown,lyrics_full_03231,3233,Oh My God,Adele,2,0.4095437526702881,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02947,2949,Good as You,Kane Brown,lyrics_full_00331,332,Saving Forever for You,Shanice,3,0.40037983655929565,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02947,2949,Good as You,Kane Brown,lyrics_full_00400,402,The Power of Love,Celine Dion,4,0.3789411783218384,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02947,2949,Good as You,Kane Brown,lyrics_full_00080,81,Everybody Everybody,Black Box,5,0.36750125885009766,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01962,1964,Goodbye,Kristinia DeBarge,lyrics_full_02965,2967,Don't Start Now,Dua Lipa,1,0.41912806034088135,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01962,1964,Goodbye,Kristinia DeBarge,lyrics_full_01185,1187,The Middle,Jimmy Eat World,2,0.3693561553955078,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01962,1964,Goodbye,Kristinia DeBarge,lyrics_full_03192,3194,Numb Little Bug,Em Beihold,3,0.3570460081100464,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01962,1964,Goodbye,Kristinia DeBarge,lyrics_full_02499,2501,Hello,Adele,4,0.3346613645553589,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_01962,1964,Goodbye,Kristinia DeBarge,lyrics_full_00209,210,Just Another Day,Jon Secada,5,0.32347190380096436,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03113,3115,Good Days,SZA,lyrics_full_02864,2866,Sunflower,Post Malone and Swae Lee,1,0.3629111051559448,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03113,3115,Good Days,SZA,lyrics_full_02457,2459,She Looks So Perfect,5 Seconds of Summer,2,0.345206618309021,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03113,3115,Good Days,SZA,lyrics_full_02181,2183,Good Feeling,Flo Rida,3,0.3194490671157837,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03113,3115,Good Days,SZA,lyrics_full_03414,3416,Get It Sexyy,Sexyy Red,4,0.30040866136550903,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03113,3115,Good Days,SZA,lyrics_full_03316,3318,Chemical,Post Malone,5,0.2915763854980469,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00347,348,Good Enough,Bobby Brown,lyrics_full_00932,934,If You,Silk,1,0.44788408279418945,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00347,348,Good Enough,Bobby Brown,lyrics_full_02209,2211,Scream,Usher,2,0.42324960231781006,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00347,348,Good Enough,Bobby Brown,lyrics_full_00090,91,What It Takes,Aerosmith,3,0.4106455445289612,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00347,348,Good Enough,Bobby Brown,lyrics_full_01302,1304,How You Gonna Act Like That,Tyrese,4,0.3917992115020752,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00347,348,Good Enough,Bobby Brown,lyrics_full_00479,481,Secret,Madonna,5,0.38848352432250977,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02181,2183,Good Feeling,Flo Rida,lyrics_full_03022,3024,Sunday Best,Surfaces,1,0.4574711322784424,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02181,2183,Good Feeling,Flo Rida,lyrics_full_00296,297,We Got a Love Thang,CeCe Peniston,2,0.41027969121932983,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02181,2183,Good Feeling,Flo Rida,lyrics_full_03122,3124,Chasing After You,Ryan Hurd and Maren Morris,3,0.3495646119117737,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02181,2183,Good Feeling,Flo Rida,lyrics_full_01949,1951,Replay,Iyaz,4,0.3475080728530884,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02181,2183,Good Feeling,Flo Rida,lyrics_full_01272,1274,In da Club,50 Cent,5,0.34545910358428955,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00251,252,Good for Me,Amy Grant,lyrics_full_03261,3263,Flowers,Miley Cyrus,1,0.43762725591659546,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00251,252,Good for Me,Amy Grant,lyrics_full_00957,959,Sometimes,Britney Spears,2,0.39665037393569946,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00251,252,Good for Me,Amy Grant,lyrics_full_01230,1232,Hella Good,No Doubt,3,0.3818041682243347,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00251,252,Good for Me,Amy Grant,lyrics_full_03123,3125,The Good Ones,Gabby Barrett,4,0.37855976819992065,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_00251,252,Good for Me,Amy Grant,lyrics_full_00186,187,Just Another Dream,Cathy Dennis,5,0.3766099214553833,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02231,2233,Good Girl,Carrie Underwood,lyrics_full_02646,2648,Hide Away,Daya,1,0.4917556643486023,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02231,2233,Good Girl,Carrie Underwood,lyrics_full_03123,3125,The Good Ones,Gabby Barrett,2,0.37212175130844116,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02231,2233,Good Girl,Carrie Underwood,lyrics_full_00007,8,Hold On,En Vogue,3,0.36627960205078125,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02231,2233,Good Girl,Carrie Underwood,lyrics_full_03282,3284,Thank God,Kane Brown and Katelyn Brown,4,0.339025616645813,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_02231,2233,Good Girl,Carrie Underwood,lyrics_full_01855,1857,I Remember,Keyshia Cole,5,0.33149129152297974,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03438,3440,Good Good,"Usher, Summer Walker and 21 Savage",lyrics_full_03151,3153,We're Good,Dua Lipa,1,0.47036051750183105,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03438,3440,Good Good,"Usher, Summer Walker and 21 Savage",lyrics_full_03075,3077,Positions,Ariana Grande,2,0.4574040174484253,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03438,3440,Good Good,"Usher, Summer Walker and 21 Savage",lyrics_full_01379,1381,Hey Ya!,OutKast,3,0.4572022557258606,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
lyrics_full_03438,3440,Good Good,"Usher, Summer Walker and 21 Savage",lyrics_full_00051,52,How Can We Be Lovers,Michael Bolton,4,0.4500854015350342,neural_fusion_autoencoder,"neural_fusion_autoencoder similarity across audio, lyrics, and CBM concepts"
