SONG_ID,Clean_Lyrics,Word_Count,Unique_Word_Count,Repetition_Score,Average_Line_Length,Vocabulary_Diversity,Title_Repetition,Explicit_Word_Count,Sentiment_Score,Positive_Score,Negative_Score,Emotional_Intensity
5R8dQOPq8haW94K7mgERlO,"mum-mum-mum-mah
mum-mum-mum-mah
mum-mum-mum-mah
mum-mum-mum-mah
mum-mum-mum-mah

i wanna hold 'em like they do in texas, please
fold 'em, let 'em, hit me, raise it, baby, stay with me (i love it)
love game intuition, play the cards with spades to start
and after he's been hooked, i'll play the one that's on his heart

oh, woah-oh, oh, oh, oh-oh-oh-oh-oh-oh
i'll get him hot, show him what i got
oh, woah-oh, oh, oh, oh-oh-oh-oh-oh-oh
i'll get him hot, show him what i got

can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)
can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)

po-po-po-poker face, fu-fu-fuck her face (mum-mum-mum-mah)
po-po-po-poker face, fu-fu-fuck her face (mum-mum-mum-mah)

i wanna roll with him, a hard pair we will be
a little gambling is fun when you're with me (i love it)
russian roulette is not the same without a gun
and, baby, when it's love, if it's not rough, it isn't fun (fun)

oh, woah-oh, oh, oh, oh-oh-oh-oh-oh-oh
i'll get him hot, show him what i got
oh, woah-oh, oh, oh, oh-oh-oh-oh-oh-oh
i'll get him hot, show him what i got

can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)
can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)

po-po-po-poker face, fu-fu-fuck her face (mum-mum-mum-mah)
po-po-po-poker face, fu-fu-fuck her face (mum-mum-mum-mah)
(mum-mum-mum-mah)

i won't tell you that i love you, kiss or hug you
'cause i'm bluffin' with my muffin
i'm not lyin', i'm just stunnin' with my love-glue gunnin'
just like a chick in the casino
take your bank before i pay you out
i promise this, promise this
check this hand 'cause i'm marvelous

can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)
can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)

can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)
can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)

can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)
can't read my, can't read my
no, he can't read my poker face (she's got me like nobody)

po-po-po-poker face, fu-fu-fuck her face
po-po-po-poker face, fu-fu-fuck her face (she's got me like nobody)
po-po-po-poker face, fu-fu-fuck her face (mum-mum-mum-mah)
po-po-po-poker face, fu-fu-fuck her face (mum-mum-mum-mah)

po-po-po-poker face, fu-fu-fuck her face (mum-mum-mum-mah)
po-po-po-poker face, fu-fu-fuck her face (mum-mum-mum-mah)",452,127,0.719,7.661,0.281,20,10,0.9975,0.172,0.016,0.9975
1mea3bSkSGXuIRvnydlB5b,"i used to rule the world
seas would rise when i gave the word
now in the morning, i sleep alone
sweep the streets i used to own

i used to roll the dice
feel the fear in my enemy's eyes
listened as the crowd would sing
""now the old king is dead, long live the king""
one minute i held the key
next, the walls were closed on me
and i discovered that my castles stand
upon pillars of salt and pillars of sand
i hear jerusalem bells a-ringing
roman cavalry choirs are singing
be my mirror, my sword and shield
my missionaries in a foreign field
for some reason, i can't explain
once you'd gone, there was never
never an honest word
and that was when i ruled the world

it was a wicked and wild wind
blew down the doors to let me in
shattered windows and the sound of drums
people couldn't believe what i'd become
revolutionaries wait
for my head on a silver plate
just a puppet on a lonely string
oh, who would ever want to be king?
i hear jerusalem bells a-ringing
roman cavalry choirs are singing
be my mirror, my sword and shield
my missionaries in a foreign field
for some reason, i can't explain
i know saint peter won't call my name
never an honest word
but that was when i ruled the world

hear jerusalem bells a-ringing
roman cavalry choirs are singing
be my mirror, my sword and shield
my missionaries in a foreign field
for some reason, i can't explain
i know saint peter won't call my name
never an honest word
but that was when i ruled the world",281,129,0.5409,6.3864,0.4591,0,0,-0.9165,0.01,0.061,0.9165
0SiywuOBRcynK0uKGWdCnn,"oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
caught in a bad romance
oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
caught in a bad romance

rah, rah-ah-ah-ah
roma, roma-ma
gaga, ooh-la-la
want your bad romance

rah, rah-ah-ah-ah
roma, roma-ma
gaga, ooh-la-la
want your bad romance

i want your ugly, i want your disease
i want your everything as long as it's free
i want your love
love, love, love, i want your love (hey)

i want your drama, the touch of your hand (hey)
i want your leather-studded kiss in the sand
i want your love
love, love, love, i want your love (love, love, love)
(i want your love)

you know that i want you
and you know that i need you
i want it bad, your bad romance

i want your love, and i want your revenge
you and me could write a bad romance (oh-oh-oh-oh-oh)
i want your love and all your lover's revenge
you and me could write a bad romance

oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
caught in a bad romance
oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
caught in a bad romance

rah, rah-ah-ah-ah
roma, roma-ma
gaga, ooh-la-la
want your bad romance

i want your horror, i want your design
'cause you're a criminal as long as you're mine
i want your love
love, love, love, i want your love

i want your psycho, your vertigo shtick (hey)
want you in my rear window, baby, you're sick
i want your love
love, love, love, i want your love (love, love, love)
(i want your love)

you know that i want you
and you know that i need you ('cause i'm a free bitch, baby)
i want it bad, your bad romance

i want your love, and i want your revenge
you and me could write a bad romance (oh-oh-oh-oh-oh)
i want your love and all your lover's revenge
you and me could write a bad romance

oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
caught in a bad romance
oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
caught in a bad romance

rah, rah-ah-ah-ah
roma, roma-ma
gaga, ooh-la-la
want your bad romance

rah, rah-ah-ah-ah
roma, roma-ma
gaga, ooh-la-la
want your bad romance

walk, walk, fashion baby
work it, move that bitch crazy
walk, walk, fashion baby
work it, move that bitch crazy
walk, walk, fashion baby
work it, move that bitch crazy
walk, walk, passion baby
work it, i'm a free bitch, baby

i want your love, and i want your revenge
i want your love, i don't wanna be friends
j'veux ton amour, et je veux ta revanche
j'veux ton amour, i don't wanna be friends (oh-oh-oh-oh-oh, oh-oh-oh-oh)
no, i don't wanna be friends (oh-oh-oh, caught in a bad romance)
i don't wanna be friends (oh-oh-oh-oh-oh, oh-oh-oh-oh)
want your bad romance (oh-oh-oh)
caught in a bad romance
want your bad romance

i want your love, and i want your revenge
you and me could write a bad romance (oh-oh-oh-oh-oh)
i want your love and all your lover's revenge
you and me could write a bad romance

oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
(want your bad romance)
caught in a bad romance
(want your bad romance)
oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
(want your bad romance)
caught in a bad romance

rah, rah-ah-ah-ah
roma, roma-ma
gaga, ooh-la-la
want your bad romance",525,98,0.8133,5.4688,0.1867,29,5,0.9991,0.384,0.21,0.9991
0HPD5WQqrq7wPWR7P7Dw1i,"wake up in the morning feelin' like p. diddy (hey, what up, girl?)
grab my glasses, i'm out the door, i'm gonna hit this city (let's go)
before i leave, brush my teeth with a bottle of jack
'cause when i leave for the night, i ain't coming back

i'm talking pedicure on our toes, toes
trying on all our clothes, clothes
boys blowing up our phones, phones
drop-topping, playing our favorite cds
pulling up to the parties
trying to get a little bit tipsy

don't stop, make it pop, dj, blow my speakers up
tonight, i'ma fight 'til we see the sunlight
tick tock on the clock, but the party don't stop, no
oh, woah, woah, oh, oh, woah, woah, oh

don't stop, make it pop, dj, blow my speakers up
tonight, i'ma fight 'til we see the sunlight
tick tock on the clock, but the party don't stop, no
oh, woah, woah, oh, oh, woah, woah, oh

ain't got a care in the world, but got plenty of beer
ain't got no money in my pocket, but i'm already here
and now, the dudes are lining up 'cause they hear we got swagger
but we kick 'em to the curb unless they look like mick jagger

i'm talking about everybody getting crunk, crunk
boys tryin' to touch my junk, junk
gonna smack him if he getting too drunk, drunk
now, now, we go until they kick us out, out
or the police shut us down, down
police shut us down, down
po-po shut us

don't stop, make it pop, dj, blow my speakers up
tonight, i'ma fight 'til we see the sunlight
tick tock on the clock, but the party don't stop, no
oh, woah, woah, oh, oh, woah, woah, oh

don't stop, make it pop, dj, blow my speakers up
tonight, i'ma fight 'til we see the sunlight
tick tock on the clock, but the party don't stop, no
oh, woah, woah, oh, oh, woah, woah, oh

(dj) you build me up
you break me down
my heart, it pounds
yeah, you got me
with my hands up
you got me now
you got that sound
yeah, you got me

(dj) you build me up
you break me down
my heart, it pounds
yeah, you got me
with my hands up
put your hands up
put your hands up

now, the party don't start 'til i walk in

don't stop, make it pop, dj, blow my speakers up
tonight, i'ma fight 'til we see the sunlight
tick tock on the clock, but the party don't stop, no
oh, woah, woah, oh, oh, woah, woah, oh

don't stop, make it pop, dj, blow my speakers up
tonight, i'ma fight 'til we see the sunlight
tick tock on the clock, but the party don't stop, no
oh, woah, woah, oh, oh, woah, woah, oh",475,158,0.6674,7.7869,0.3326,0,0,0.9959,0.177,0.055,0.9959
2H1047e0oMSj10dgp7p2VG,"i got a feeling
that tonight's gonna be a good night
that tonight's gonna be a good night
that tonight's gonna be a good, good night

a feeling
that tonight's gonna be a good night
that tonight's gonna be a good night
that tonight's gonna be a good, good night

a feeling (woo-hoo)
that tonight's gonna be a good night
that tonight's gonna be a good night
that tonight's gonna be a good, good night

a feeling (woo-hoo)
that tonight's gonna be a good night
that tonight's gonna be a good night
that tonight's gonna be a good, good night

tonight's the night, let's live it up
i got my money, let's spend it up (a fee-)
go out and smash it, like, ""oh my god""
jump out that sofa, let's kick it, off (a fee-)

i know that we'll have a ball
if we get down and go out, and just lose it all
i feel, stressed out, i wanna let it go
let's go way out, spaced out, and losin' all control

fill up my cup, mazel tov
look at her dancin', just take it, off (a fee-)
let's paint the town, we'll shut it down
let's burn the roof, and then we'll do it again

let's do it, let's do it, let's do it, let's do it
and do it, and do it, let's live it up
and do it, and do it, and do it, do it, do it
let's do it, let's do it, let's do it

'cause i gotta feeling (woo-hoo)
that tonight's gonna be a good night
that tonight's gonna be a good night
that tonight's gonna be a good, good night

a feeling (woo-hoo)
that tonight's gonna be a good night
that tonight's gonna be a good night
that tonight's gonna be a good, good night (a fee-)

tonight's the night (hey), let's live it up (let's live it up)
i got my money (i'm paid), let's spend it up (let's spend it up)
go out and smash it (smash it), like, ""oh my god"" (like, ""oh my god!"")
jump out that sofa (come on), let's kick it, off (a fee-)

fill up my cup (drink), mazel tov (l'chaim)
look at her dancing (move it, move it), just take it, off (a fee-)
let's paint the town (paint the town), we'll shut it down (shut it down)
let's burn the roof (ooh-woo), and then we'll do it again

let's do it, let's do it, let's do it, (let's do it) let's do it
and do it (do it), and do it, let's live it up
and do it (do it), and do it (and do it)
and do it, do it, do it (and do it)
let's do it (and do it), let's do it (and do it)
let's do it (hey), do it (hey), do it (hey), do it

here we come, here we go, we gotta rock
easy come, easy go, now we on top
feel the shot, body rock, rock it, don't stop
round and round, up and down, around the clock
monday, tuesday, wednesday and thursday (do it)
friday, saturday, saturday to sunday (do it)
get, get, get, get, get with us, you know what we say (say)
party every day, p-p-p-party every day

and i'm feeling (woo-hoo)
that tonight's gonna be a good night
that tonight's gonna be a good night
that tonight's gonna be a good, good night

a feeling (woo-hoo)
that tonight's gonna be a good night
that tonight's gonna be a good night
that tonight's gonna be a good, good night
(woo-hoo)",598,144,0.7592,8.4225,0.2408,1,0,0.9987,0.192,0.007,0.9987
1c8gk2PeTE04A1pIDH9YMk,"there's a fire starting in my heart
reaching a fever pitch, it's bringing me out the dark
finally i can see you crystal clear
go ahead and sell me out and i'll lay your ship bare

see how i'll leave with every piece of you
don't underestimate the things that i will do
there's a fire starting in my heart
reaching a fever pitch and it's bringing me out the dark

the scars of your love remind me of us
they keep me thinking that we almost had it all
the scars of your love they leave me breathless
i can't help feeling

we could've had it all (you're gonna wish you)
(never had met me)
rolling in the deep (tears are gonna fall)
(rolling in the deep)

you had my heart inside (you're gonna wish you)
of your hands (never had met me)
and you played it (tears are gonna fall)
to the beat (rolling in the deep)

baby, i have no story to be told
but i've heard one on you, now i'm gonna make your head burn
think of me in the depths of your despair
make a home down there, as mine sure won't be shared

(you're gonna wish you)
the scars of your love (never had met me)
remind me of us (tears are gonna fall)
they keep me thinking (rolling in the deep)
that we almost had it all (you're gonna wish you)
the scars of your love (never had met me)
they leave me breathless (tears are gonna fall)
i can't help feeling (rolling in the deep)

we could've had it all (you're gonna wish you)
(never had met me)
rolling in the deep (tears are gonna fall)
(rolling in the deep)

you had my heart inside (you're gonna wish you)
of your hands (never had met me)
and you played it (tears are gonna fall)
to the beat (rolling in the deep)

we could've had it all
rolling in the deep
you had my heart inside of your hand
but you played it with a beating

throw your soul through every open door (whoa)
count your blessings to find what you look for (whoa)
turn my sorrow into treasured gold (whoa)
you pay me back in kind and reap just what you've sown

(you're gonna wish you never had met me)
we could've had it all (tears are gonna fall, rolling in the deep)
we could've had it all (you're gonna wish you never had met me)
it all, it all, it all (tears are gonna fall, rolling in the deep)

we could've had it all (you're gonna wish you)
(never had met me)
rolling in the deep (tears are gonna fall)
(rolling in the deep)

you had my heart inside (you're gonna wish you)
of your hands (never had met me)
and you played it (tears are gonna fall)
to the beat (rolling in the deep)

could've had it all (you're gonna wish you)
(never had met me)
rolling in the deep (tears are gonna fall)
(rolling in the deep)

you had my heart inside (you're gonna wish you)
of your hands (never had met me)
but you played it, you played it, you played it
you played it to the beat",541,139,0.7431,7.9559,0.2569,16,0,0.9984,0.206,0.083,0.9984
5jzKL4BDMClWqRguW5qZvh,"you think i'm pretty without any makeup on
you think i'm funny when i tell the punch line wrong
i know you get me, so i let my walls come down, down
before you met me
i was alright, but things were kinda heavy
you brought me to life, now every february
you'll be my valentine, valentine

let's go all the way tonight
no regrets, just love
we can dance, until we die
you and i, will be young forever

you make me
feel like i'm livin' a teenage dream
the way you turn me on, i can't sleep
let's run away and don't ever look back, don't ever look back
my heart stops
when you look at me, just one touch
now, baby, i believe this is real
so take a chance and don't ever look back, don't ever look back

we drove to cali and got drunk on the beach
got a motel and built a fort out of sheets
i finally found you, my missing puzzle piece
i'm complete

let's go all the way tonight
no regrets, just love
we can dance until we die
you and i, will be young forever

you make me
feel like i'm livin' a teenage dream
the way you turn me on, i can't sleep
let's run away and don't ever look back, don't ever look back
my heart stops
when you look at me, just one touch
now baby i believe this is real
so take a chance and don't ever look back, don't ever look back

i'ma get your heart racing in my skin-tight jeans
be your teenage dream tonight
let you put your hands on me in my skin-tight jeans
be your teenage dream tonight
(tonight, tonight, tonight, tonight, tonight, tonight)

(you make me feel) you make me
feel like i'm livin' a teenage dream
the way you turn me on, i can't sleep
let's run away and don't ever look back, don't ever look back (no)
my heart stops
when you look at me, just one touch
now, baby, i believe this is real (oh)
so take a chance and don't ever look back, don't ever look back

i'ma get your heart racing in my skin-tight jeans
be your teenage dream tonight
let you put your hands on me in my skin-tight jeans
be your teenage dream tonight
(tonight, tonight, tonight, tonight, tonight, tonight)",397,131,0.67,7.4906,0.33,7,0,0.9965,0.184,0.051,0.9965
15JINEqzVMv3SvJTAXAKED,"just gonna stand there and watch me burn?
well, that's alright because i like the way it hurts
just gonna stand there and hear me cry?
well, that's alright because i love the way you lie

i love the way you lie

i can't tell you what it really is, i can only tell you what it feels like
and right now, there's a steel knife in my windpipe
i can't breathe, but i still fight while i can fight
as long as the wrong feels right, it's like i'm in flight

high off of love, drunk from my hate, it's like i'm huffing paint
and i love her the more i suffer, i suffocate
and right before i'm about to drown, she resuscitates me
she fuckin' hates me, and i love it

""wait! where you going?"" ""i'm leaving you""
""no, you ain't, come back,"" we're running right back, here we go again
it's so insane 'cause when it's going good, it's going great
i'm superman with the wind at his back, she's lois lane

but when it's bad, it's awful, i feel so ashamed
i snapped, ""who's that dude?"" i don't even know his name
i laid hands on her, i'll never stoop so low again
i guess i don't know my own strength

just gonna stand there and watch me burn?
well, that's alright because i like the way it hurts
just gonna stand there and hear me cry?
well, that's alright because i love the way you lie

i love the way you lie
i love the way you lie

you ever loved somebody so much
you can barely breathe when you're with 'em?
you meet and neither one of you even know what hit 'em
got that warm fuzzy feeling, yeah, them chills, used to get 'em
now you're getting fuckin' sick of looking at 'em

you swore you'd never hit 'em, never do nothing to hurt 'em
now you're in each other's face
spewin' venom in your words when you spit 'em
you push, pull each other's hair, scratch, claw, bit 'em
throw 'em down, pin 'em, so lost in the moments when you're in 'em

it's the rage that took over, it controls you both
so they say, yeah, best to go your separate ways
guess that they don't know you 'cause today, that was yesterday
yesterday is over, it's a different day, sound like broken records playin' over

but you promised her next time, you'll show restraint
you don't get another chance, life is no nintendo game
but you lied again, now you get to watch her leave out the window
guess that's why they call it windowpane

just gonna stand there and watch me burn?
well, that's alright because i like the way it hurts
just gonna stand there and hear me cry?
well, that's alright because i love the way you lie

i love the way you lie
i love the way you lie

now i know we said things, did things that we didn't mean
and we fall back into the same patterns, same routine
but your temper's just as bad as mine is
you're the same as me, when it comes to love, you're just as blinded

baby, please come back, it wasn't you, baby, it was me
maybe our relationship isn't as crazy as it seems
maybe that's what happens when a tornado meets a volcano
all i know is i love you too much to walk away

""wait up, come inside, pick up your bags off the sidewalk""
don't you hear sincerity in my voice when i talk?
told you this is my fault, look me in the eyeball
next time i'm pissed, i'll aim my fist at the drywall

""next time? there will be no next time""
i apologize, even though i know it's lies
i'm tired of the games, i just want her back
i know i'm a liar, if she ever tries to fucking leave again
i'ma tie her to the bed and set this house on fire

just gonna stand there and watch me burn?
well, that's alright because i like the way it hurts
just gonna stand there and hear me cry?
well, that's alright, because i love the way you lie

i love the way you lie
i love the way you lie",722,298,0.5873,9.7568,0.4127,11,0,0.9936,0.203,0.151,0.9936
6qn9YLKt13AGvpq9jfO8py,"yellow diamonds in the light
now we're standing side by side
as your shadow crosses mine
what it takes to come alive

it's the way i'm feeling i just can't deny
but i've gotta let it go

we found love in a hopeless place
we found love in a hopeless place
we found love in a hopeless place
we found love in a hopeless place

shine a light through an open door
love and life i will divide
turn away 'cause i need you more
feel the heartbeat in my mind

it's the way i'm feeling i just can't deny
but i've gotta let it go

we found love in a hopeless place
we found love in a hopeless place
we found love in a hopeless place
we found love in a hopeless place

yellow diamonds in the light
now we're standing side by side
as your shadow crosses mine (mine, mine, mine)

we found love in a hopeless place
we found love in a hopeless place
we found love in a hopeless place
we found love in a hopeless place

we found love in a hopeless place
we found love in a hopeless place
we found love in a hopeless place
we found love in a hopeless place",209,62,0.7033,6.7419,0.2967,16,0,0.9947,0.314,0.187,0.9947
4wCmqSrbyCgxEXROQE6vtV,"now and then, i think of when we were together
like when you said you felt so happy you could die
told myself that you were right for me
but felt so lonely in your company
but that was love, and it's an ache i still remember

you can get addicted to a certain kinda sadness
like resignation to the end, always the end
so when we found that we could not make sense
well, you said that we would still be friends
but i'll admit that i was glad it was over

but you didn't have to cut me off
make out like it never happened and that we were nothin'
and i don't even need your love
but you treat me like a stranger, and that feels so rough

no, you didn't have to stoop so low
have your friends collect your records and then change your number
guess that i don't need that, though
now you're just somebody that i used to know

now you're just somebody that i used to know
now you're just somebody that i used to know

now and then, i think of all the times you screwed me over
but had me believin' it was always somethin' that i'd done
but i don't wanna live that way
readin' into every word you say
you said that you could let it go
and i wouldn't catch you hung up on somebody that you used to know

but you didn't have to cut me off
make out like it never happened and that we were nothin' (ah)
and i don't even need your love
but you treat me like a stranger, and that feels so rough (ah)

no, you didn't have to stoop so low
have your friends collect your records and then change your number (ah)
guess that i don't need that, though
now you're just somebody that i used to know

somebody (i used to know)
somebody (now you're just somebody that i used to know)
somebody (i used to know)
somebody (now you're just somebody that i used to know)
(i used to know)
(that i used to know)
(i used to know)
somebody",363,122,0.6639,8.6429,0.3361,6,0,0.9922,0.169,0.068,0.9922
0IkKz2J93C94Ei4BvDop7P,"party rock!
yeah
woo!
let's go

party rock is in the house tonight
everybody just have a good time (yeah)
and we gon' make you lose your mind (woo)
everybody just have a good time (clap)

party rock is in the house tonight (oh)
everybody just have a good time (i can feel it, babe)
and we gon' make you lose your mind (yeah)
we just wanna see you
shake that!

in the club, party rock
looking for your girl? she on my jock (huh)
non-stop when we in the spot
booty moving weight like she on the block (woo)

where the drink? i gots to know
tight jeans, tattoos, 'cause i'm rock 'n' roll
half black, half white, domino
gain the money, oprah dough

yo, i'm runnin' through these hoes like drano
i got that devilish flow rock 'n' roll, no halo
we party rock!
yeah, that's the crew that i'm reppin'
on the rise to the top, no led in our zeppelin (hey)

party rock is in the house tonight (woo)
everybody just have a good time (yeah)
and we gon' make you lose your mind
everybody just have a good time (let's go)

party rock is in the house tonight
everybody just have a good time (i can feel it, babe)
and we gon' make you lose your mind
we just wanna see you
shake that!

everyday, i'm shufflin'

shufflin', shufflin'

step up fast and be the first girl to make me throw this cash
we gettin' money, don't be mad, now stop, hating is bad
one more shot for us (another round)
please fill up my cup (don't mess around)
we just wanna see (you shake it now)
now you home with me (you're naked now)

get up, get down
put your hands up to the sound
get up, get down
put your hands up to the sound

get up, get down
put your hands up to the sound (woo)
put your hands up to the sound
put your hands up to the sound

get up, get up, get up, get up
get up, get up, get up, get up
get up, put your hands up to the sound, to the sound
put your hands up, put your hands up
put your hands up, put your hands up

party rock is in the house tonight (put your hands up, oh)
everybody just have a good time (put your hands up, yeah)
and we gon' make you lose your mind (put your hands up)
everybody just have a good, good, good, time

oh-oh-oh-oh-oh (put your hands up)
oh-oh-oh-oh-oh (i can feel it, babe)
oh-oh-oh-oh-oh (put your hands up)
oh-oh-oh-oh-oh (put your hands up)
shake that!

everyday i'm shuff-fflin'
put your, put your
put your, put your (yeah)
put your, put your (ooh)
your hands up

put your, put your
put your hands up
put your hands up
put your hands up",484,158,0.6736,6.5405,0.3264,0,0,0.9952,0.176,0.07,0.9952
6CjtS2JZH9RkDz5UVInsa9,"hey, macklemore, can we go thrift shopping?
what? what? what? what?
what? what? what? what?
what? what? what? what?
what? what? what? what?
what? what? what? what?
what? what? what? what?
what? what? what? what?
what? what? what? what?
oh!
oh!
ow!

i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm hunting, looking for a come up
this is fucking awesome

now, walk into the club like, ""what up? i got a big cock""
nah, i'm just pumped, i bought some shit from a thrift shop
ice on the fringe is so damn frosty
the people like, ""damn, that's a cold-ass honky""
rolling in hella deep, headed to the mezzanine
dressed in all pink 'cept my gator shoes, those are green
draped in a leopard mink, girl standing next to me
probably shoulda washed this, smells like r. kelly's sheets (piss)
but shit, it was 99 cents (bag it)

copping it, washing it, 'bout to go and get some compliments
passing up on those moccasins, someone else's been walking in
bummy and grudgy, fucking it, i am stunting and flossing and
saving my money and i'm hella happy, that's a bargain bitch
i'ma take your grandpa's style
i'ma take your grandpa's style
no, for real, ask your grandpa
can i have his hand-me-downs? (thank you)

velour jumpsuit and some house slippers
dookie brown leather jacket that i found, dig it
they had a broken keyboard, i bought a broken keyboard
i bought a skeet blanket, then i bought a knee board (yeah)
hello, hello, my ace man, my mello
john wayne ain't got nothing on my fringe game, hell no
i could take some pro wings, make 'em cool, sell those
the sneaker heads would be like, ""ah, he got the velcros""

i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm hunting, looking for a come up
this is fucking awesome, ow

i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm hunting, looking for a come up
this is fucking awesome

what you know about rocking a wolf on your noggin?
what you knowing about wearing a fur fox skin?
i'm digging, i'm digging, i'm searching right through that luggage
one man's trash, that's another man's come up
thank your granddad for donating that plaid button
up shirt, 'cause right now, i'm up in here stuntin'
i'm at the goodwill, you can find me in the (bins)
i'm not, i'm not stuck on searchin' in that section (men's)

your grammy, your aunty, your momma, your mammy
i'll take those flannel zebra jammies, secondhand and rock that motherfucker
the built-in onesie with the socks on that motherfucker
i hit the party and they stop in that motherfucker
they be like, ""oh that gucci, that's hella tight""
i'm like, ""yo, that's 50 dollars for a t-shirt""

limited edition, let's do some simple addition
50 dollars for a t-shirt, that's just some ignorant bitch shit
i call that getting swindled and pimped, shit
i call that getting tricked by a business, that shirt's hella dough
and having the same one as six other people in this club is a hella don't
peep game, come take a look through my telescope
trying to get girls from a brand, man, you hella won't
man, you hella won't
(goodwill, poppin' tags, yeah)

i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm hunting, looking for a come up
this is fucking awesome

i'll wear your granddad's clothes
i look incredible
i'm in this big-ass coat
from that thrift shop down the road
i'll wear your granddad's clothes (damn right)
i look incredible (uh, come on, man)
i'm in this big-ass coat (big ass coat)
from that thrift shop down the road (let's go, we coming)

i'm gonna pop some tags
only got 20 dollars in my pocket
i'm, i'm, i'm hunting, looking for a come up
this is fucking awesome (hahaha)

(is that your grandma's coat?)",673,309,0.5409,7.5618,0.4591,4,15,-0.9558,0.097,0.118,0.9558
03UrZgTINDqvnUMbbIMhql,"오빤 강남스타일
강남스타일

낮에는 따사로운 인간적인 여자
커피 한 잔의 여유를 아는 품격 있는 여자
밤이 오면 심장이 뜨거워지는 여자
그런 반전 있는 여자

나는 사나이
낮에는 너만큼 따사로운 그런 사나이
커피 식기도 전에 원샷 때리는 사나이
밤이 오면 심장이 터져버리는 사나이
그런 사나이

아름다워 사랑스러워
그래, 너 (hey), 그래, 바로 너 (hey)
아름다워 사랑스러워
그래, 너 (hey), 그래, 바로 너 (hey)
지금부터 갈 데까지 가볼까

오빤 강남스타일 (uh)
강남스타일
오, 오, 오, 오, 오빤 강남스타일 (uh)
강남스타일
오, 오, 오, 오, 오빤 강남스타일

eh, sexy lady
오, 오, 오, 오, 오빤 강남스타일
eh, sexy lady
오, 오, 오, 오 (eh-eh-eh, eh-eh-eh)

정숙해 보이지만 놀 땐 노는 여자
이때다 싶으면 묶었던 머리 푸는 여자
가렸지만 웬만한 노출보다 야한 여자
그런 감각적인 여자

나는 사나이
점잖아 보이지만 놀 땐 노는 사나이
때가 되면 완전 미쳐버리는 사나이
근육보다 사상이 울퉁불퉁한 사나이
그런 사나이

아름다워 사랑스러워
그래, 너 (hey), 그래, 바로 너 (hey)
아름다워 사랑스러워
그래, 너 (hey), 그래, 바로 너 (hey)
지금부터 갈 데까지 가볼까

오빤 강남스타일 (uh)
강남스타일
오, 오, 오, 오, 오빤 강남스타일 (uh)

강남스타일
오, 오, 오, 오, 오빤 강남스타일

eh, sexy lady
오, 오, 오, 오, 오빤 강남스타일
eh, sexy lady
오, 오, 오, 오 (eh-eh-eh, eh-eh-eh)

뛰는 놈 그 위에 나는 놈
baby, baby, 나는 뭘 좀 아는 놈
뛰는 놈 그 위에 나는 놈
baby, baby, 나는 뭘 좀 아는 놈
you know what i'm saying
오빤 강남스타일 (eh-eh-eh, eh-eh-eh)

eh, sexy lady
오, 오, 오, 오, 오빤 강남스타일
eh, sexy lady
오, 오, 오, 오 (eh-eh-eh, eh-eh-eh)

오빤 강남스타일 (uh)",255,81,0.6824,4.322,0.3176,0,0,0.9657,0.076,0.0,0.9657
