SONG_TITLE,ARTIST_NAME,Billboard_Year,Billboard_Rank,HitScore
Hold On,Wilson Phillips,1990,1,1.0
It Must Have Been Love,Roxette,1990,2,0.99
Nothing Compares 2 U,Sinéad O'Connor,1990,3,0.98
Poison,Bell Biv DeVoe,1990,4,0.97
Vogue,Madonna,1990,5,0.96
Vision of Love,Mariah Carey,1990,6,0.95
Another Day in Paradise,Phil Collins,1990,7,0.94
Hold On,En Vogue,1990,8,0.93
Cradle of Love,Billy Idol,1990,9,0.92
Blaze of Glory,Jon Bon Jovi,1990,10,0.91
Do Me!,Bell Biv DeVoe,1990,11,0.9
How Am I Supposed to Live Without You,Michael Bolton,1990,12,0.89
Pump Up the Jam,Technotronic,1990,13,0.88
Opposites Attract,Paula Abdul,1990,14,0.87
Escapade,Janet Jackson,1990,15,0.86
All I Wanna Do Is Make Love to You,Heart,1990,16,0.85
Close to You,Maxi Priest,1990,17,0.84
Black Velvet,Alannah Myles,1990,18,0.83
Release Me,Wilson Phillips,1990,19,0.82
Don't Know Much,Linda Ronstadt featuring Aaron Neville,1990,20,0.81
All Around the World,Lisa Stansfield,1990,21,0.8
I Wanna Be Rich,Calloway,1990,22,0.79
Rub You the Right Way,Johnny Gill,1990,23,0.78
She Ain't Worth It,Glenn Medeiros featuring Bobby Brown,1990,24,0.77
If Wishes Came True,Sweet Sensation,1990,25,0.76
The Power,Snap!,1990,26,0.75
(Can't Live Without Your) Love and Affection,Nelson,1990,27,0.74
Love Will Lead You Back,Taylor Dayne,1990,28,0.73
Don't Wanna Fall in Love,Jane Child,1990,29,0.72
Two to Make It Right,Seduction,1990,30,0.71
Sending All My Love,Linear,1990,31,0.7
Unskinny Bop,Poison,1990,32,0.69
Step by Step,New Kids on the Block,1990,33,0.68
Dangerous,Roxette,1990,34,0.67
We Didn't Start the Fire,Billy Joel,1990,35,0.66
I Don't Have the Heart,James Ingram,1990,36,0.65
Downtown Train,Rod Stewart,1990,37,0.64
Rhythm Nation,Janet Jackson,1990,38,0.63
I'll Be Your Everything,Tommy Page,1990,39,0.62
Roam,The B-52's,1990,40,0.61
Everything,Jody Watley,1990,41,0.6
Back to Life (However Do You Want Me),Soul II Soul featuring Caron Wheeler,1990,42,0.59
Here and Now,Luther Vandross,1990,43,0.58
Alright,Janet Jackson,1990,44,0.57
Ice Ice Baby,Vanilla Ice,1990,45,0.56
Blame It on the Rain,Milli Vanilli,1990,46,0.55
Have You Seen Her,MC Hammer,1990,47,0.54
With Every Beat of My Heart,Taylor Dayne,1990,48,0.53
Come Back to Me,Janet Jackson,1990,49,0.52
No More Lies,Michel'le,1990,50,0.51
Praying for Time,George Michael,1990,51,0.5
How Can We Be Lovers,Michael Bolton,1990,52,0.49
Do You Remember?,Phil Collins,1990,53,0.48
Ready or Not,After 7,1990,54,0.47
U Can't Touch This,MC Hammer,1990,55,0.46
I Wish It Would Rain Down,Phil Collins,1990,56,0.45
Just Between You and Me,Lou Gramm,1990,57,0.44
Something Happened on the Way to Heaven,Phil Collins,1990,58,0.43
Black Cat,Janet Jackson,1990,59,0.42
Can't Stop,After 7,1990,60,0.41
Janie's Got a Gun,Aerosmith,1990,61,0.4
The Humpty Dance,Digital Underground,1990,62,0.39
I'll Be Your Shelter,Taylor Dayne,1990,63,0.38
Free Fallin',Tom Petty,1990,64,0.37
Giving You the Benefit,Pebbles,1990,65,0.36
Enjoy the Silence,Depeche Mode,1990,66,0.35
Love Song,Tesla,1990,67,0.34
Price of Love,Bad English,1990,68,0.33
Girls Nite Out,Tyler Collins,1990,69,0.32
King of Wishful Thinking,Go West,1990,70,0.31
What Kind of Man Would I Be?,Chicago,1990,71,0.3
I Remember You,Skid Row,1990,72,0.29
Get Up! (Before the Night Is Over),Technotronic featuring Ya Kid K,1990,73,0.28
Here We Are,Gloria Estefan,1990,74,0.27
Epic,Faith No More,1990,75,0.26
Love Takes Time,Mariah Carey,1990,76,0.25
Just Like Jesse James,Cher,1990,77,0.24
Love Shack,The B-52's,1990,78,0.23
All or Nothing,Milli Vanilli,1990,79,0.22
Romeo,Dino,1990,80,0.21
Everybody Everybody,Black Box,1990,81,0.2
I Go to Extremes,Billy Joel,1990,82,0.19
Whip Appeal,Babyface,1990,83,0.18
Oh Girl,Paul Young,1990,84,0.17
C'mon and Get My Love,D Mob with Cathy Dennis,1990,85,0.16
(It's Just) The Way That You Love Me,Paula Abdul,1990,86,0.15
We Can't Go Wrong,The Cover Girls,1990,87,0.14
When I'm Back on My Feet Again,Michael Bolton,1990,88,0.13
Make You Sweat,Keith Sweat,1990,89,0.12
This One's for the Children,New Kids on the Block,1990,90,0.11
What It Takes,Aerosmith,1990,91,0.1
Forever,Kiss,1990,92,0.09
Jerk Out,The Time,1990,93,0.08
Just a Friend,Biz Markie,1990,94,0.07
Whole Wide World,A'me Lorain,1990,95,0.06
Without You,Mötley Crüe,1990,96,0.05
Swing the Mood,Jive Bunny and the Mastermixers,1990,97,0.04
Thieves in the Temple,Prince,1990,98,0.03
Mentirosa,Mellow Man Ace,1990,99,0.02
Tic-Tac-Toe,Kyper,1990,100,0.01
(Everything I Do) I Do It for You,Bryan Adams,1991,1,1.0
I Wanna Sex You Up,Color Me Badd,1991,2,0.99
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991,3,0.98
Rush Rush,Paula Abdul,1991,4,0.97
One More Try,Timmy T,1991,5,0.96
Unbelievable,EMF,1991,6,0.95
More Than Words,Extreme,1991,7,0.94
I Like the Way (The Kissing Game),Hi-Five,1991,8,0.93
The First Time,Surface,1991,9,0.92
Baby Baby,Amy Grant,1991,10,0.91
Motownphilly,Boyz II Men,1991,11,0.9
Because I Love You (The Postman Song),Stevie B,1991,12,0.89
Someday,Mariah Carey,1991,13,0.88
High Enough,Damn Yankees,1991,14,0.87
From a Distance,Bette Midler,1991,15,0.86
All the Man That I Need,Whitney Houston,1991,16,0.85
"Right Here, Right Now",Jesus Jones,1991,17,0.84
I Adore Mi Amor,Color Me Badd,1991,18,0.83
Love Will Never Do (Without You),Janet Jackson,1991,19,0.82
Good Vibrations,Marky Mark and the Funky Bunch featuring Loleatta Holloway,1991,20,0.81
Justify My Love,Madonna,1991,21,0.8
Emotions,Mariah Carey,1991,22,0.79
Joyride,Roxette,1991,23,0.78
Romantic,Karyn White,1991,24,0.77
Hold You Tight,Tara Kemp,1991,25,0.76
I Don't Wanna Cry,Mariah Carey,1991,26,0.75
You're in Love,Wilson Phillips,1991,27,0.74
Every Heartbeat,Amy Grant,1991,28,0.73
Sensitivity,Ralph Tresvant,1991,29,0.72
Touch Me (All Night Long),Cathy Dennis,1991,30,0.71
I've Been Thinking About You,Londonbeat,1991,31,0.7
Do Anything,Natural Selection,1991,32,0.69
Losing My Religion,R.E.M.,1991,33,0.68
Coming Out of the Dark,Gloria Estefan,1991,34,0.67
It Ain't Over 'til It's Over,Lenny Kravitz,1991,35,0.66
Here We Go,C+C Music Factory,1991,36,0.65
Where Does My Heart Beat Now,Celine Dion,1991,37,0.64
Summertime,DJ Jazzy Jeff & The Fresh Prince,1991,38,0.63
Wind of Change,Scorpions,1991,39,0.62
P.A.S.S.I.O.N.,Rythm Syndicate,1991,40,0.61
The Promise of a New Day,Paula Abdul,1991,41,0.6
I'm Your Baby Tonight,Whitney Houston,1991,42,0.59
Love of a Lifetime,FireHouse,1991,43,0.58
Fading Like a Flower (Every Time You Leave),Roxette,1991,44,0.57
This House,Tracie Spencer,1991,45,0.56
Hole Hearted,Extreme,1991,46,0.55
Power of Love/Love Power,Luther Vandross,1991,47,0.54
Impulsive,Wilson Phillips,1991,48,0.53
Love Is a Wonderful Thing,Michael Bolton,1991,49,0.52
Rhythm of My Heart,Rod Stewart,1991,50,0.51
Things That Make You Go Hmmm...,C+C Music Factory,1991,51,0.5
I Touch Myself,Divinyls,1991,52,0.49
Tom's Diner,DNA featuring Suzanne Vega,1991,53,0.48
Iesha,Another Bad Creation,1991,54,0.47
Something to Talk About,Bonnie Raitt,1991,55,0.46
After the Rain,Nelson,1991,56,0.45
Play That Funky Music,Vanilla Ice,1991,57,0.44
Temptation,Corina,1991,58,0.43
Can't Stop This Thing We Started,Bryan Adams,1991,59,0.42
I Can't Wait Another Minute,Hi-Five,1991,60,0.41
3 a.m. Eternal,The KLF,1991,61,0.4
"Time, Love and Tenderness",Michael Bolton,1991,62,0.39
Sadeness (Part I),Enigma,1991,63,0.38
Around the Way Girl,LL Cool J,1991,64,0.37
I'll Be There,The Escape Club,1991,65,0.36
Cream,Prince and The New Power Generation,1991,66,0.35
Now That We Found Love,Heavy D & the Boyz,1991,67,0.34
Show Me the Way,Styx,1991,68,0.33
Love Takes Time,Mariah Carey,1991,69,0.32
Cry for Help,Rick Astley,1991,70,0.31
The Way You Do the Things You Do,UB40,1991,71,0.3
Here I Am (Come and Take Me),UB40,1991,72,0.29
Signs,Tesla,1991,73,0.28
Too Many Walls,Cathy Dennis,1991,74,0.27
Crazy,Seal,1991,75,0.26
I'll Give All My Love to You,Keith Sweat,1991,76,0.25
Place in this World,Michael W. Smith,1991,77,0.24
Something to Believe In,Poison,1991,78,0.23
Wicked Game,Chris Isaak,1991,79,0.22
Get Here,Oleta Adams,1991,80,0.21
Round and Round,Tevin Campbell,1991,81,0.2
Silent Lucidity,Queensrÿche,1991,82,0.19
I'm Not in Love,Will to Power,1991,83,0.18
Piece of My Heart,Tara Kemp,1991,84,0.17
Real Real Real,Jesus Jones,1991,85,0.16
Everybody Plays the Fool,Aaron Neville,1991,86,0.15
Just Another Dream,Cathy Dennis,1991,87,0.14
Strike It Up,Black Box,1991,88,0.13
Rico Suave,Gerardo,1991,89,0.12
Disappear,INXS,1991,90,0.11
Groove Is in the Heart,Deee-Lite,1991,91,0.1
All This Time,Sting,1991,92,0.09
The One and Only,Chesney Hawkes,1991,93,0.08
O.P.P.,Naughty by Nature,1991,94,0.07
Freedom! '90,George Michael,1991,95,0.06
I Saw Red,Warrant,1991,96,0.05
Miles Away,Winger,1991,97,0.04
Do You Want Me,Salt-n-Pepa,1991,98,0.03
The Motown Song,Rod Stewart,1991,99,0.02
Shiny Happy People,R.E.M.,1991,100,0.01
End of the Road,Boyz II Men,1992,1,1.0
Baby Got Back,Sir Mix-a-Lot,1992,2,0.99
Jump,Kris Kross,1992,3,0.98
Save the Best for Last,Vanessa Williams,1992,4,0.97
Baby-Baby-Baby,TLC,1992,5,0.96
Tears in Heaven,Eric Clapton,1992,6,0.95
My Lovin' (You're Never Gonna Get It),En Vogue,1992,7,0.94
Under the Bridge,Red Hot Chili Peppers,1992,8,0.93
All 4 Love,Color Me Badd,1992,9,0.92
Just Another Day,Jon Secada,1992,10,0.91
I Love Your Smile,Shanice,1992,11,0.9
To Be with You,Mr. Big,1992,12,0.89
I'm Too Sexy,Right Said Fred,1992,13,0.88
Black or White,Michael Jackson,1992,14,0.87
Achy Breaky Heart,Billy Ray Cyrus,1992,15,0.86
I'll Be There,Mariah Carey,1992,16,0.85
November Rain,Guns N' Roses,1992,17,0.84
Life Is a Highway,Tom Cochrane,1992,18,0.83
Remember the Time,Michael Jackson,1992,19,0.82
Finally,CeCe Peniston,1992,20,0.81
This Used to Be My Playground,Madonna,1992,21,0.8
Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,1992,22,0.79
Can't Let Go,Mariah Carey,1992,23,0.78
Jump Around,House of Pain,1992,24,0.77
Diamonds and Pearls,Prince and The New Power Generation,1992,25,0.76
Don't Let the Sun Go Down on Me,George Michael and Elton John,1992,26,0.75
Masterpiece,Atlantic Starr,1992,27,0.74
If You Asked Me To,Celine Dion,1992,28,0.73
Giving Him Something He Can Feel,En Vogue,1992,29,0.72
Live and Learn,Joe Public,1992,30,0.71
Come and Talk to Me,Jodeci,1992,31,0.7
Smells Like Teen Spirit,Nirvana,1992,32,0.69
Humpin' Around,Bobby Brown,1992,33,0.68
Damn I Wish I Was Your Lover,Sophie B. Hawkins,1992,34,0.67
Tell Me What You Want Me to Do,Tevin Campbell,1992,35,0.66
Ain't 2 Proud 2 Beg,TLC,1992,36,0.65
It's So Hard to Say Goodbye to Yesterday,Boyz II Men,1992,37,0.64
Move This,Technotronic featuring Ya Kid K,1992,38,0.63
Bohemian Rhapsody,Queen,1992,39,0.62
Tennessee,Arrested Development,1992,40,0.61
The Best Things in Life Are Free,Luther Vandross and Janet Jackson,1992,41,0.6
Make It Happen,Mariah Carey,1992,42,0.59
The One,Elton John,1992,43,0.58
Set Adrift on Memory Bliss,P.M. Dawn,1992,44,0.57
Stay,Shakespears Sister,1992,45,0.56
2 Legit 2 Quit,Hammer,1992,46,0.55
Please Don't Go,KWS,1992,47,0.54
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,1992,48,0.53
Wishing on a Star,The Cover Girls,1992,49,0.52
She's Playing Hard to Get,Hi-Five,1992,50,0.51
I'd Die Without You,P.M. Dawn,1992,51,0.5
Good for Me,Amy Grant,1992,52,0.49
All I Want,Toad the Wet Sprocket,1992,53,0.48
When a Man Loves a Woman,Michael Bolton,1992,54,0.47
I Can't Dance,Genesis,1992,55,0.46
Hazard,Richard Marx,1992,56,0.45
Mysterious Ways,U2,1992,57,0.44
Too Funky,George Michael,1992,58,0.43
How Do You Talk to an Angel,The Heights,1992,59,0.42
One,U2,1992,60,0.41
Keep on Walkin',CeCe Peniston,1992,61,0.4
Hold on My Heart,Genesis,1992,62,0.39
The Way I Feel About You,Karyn White,1992,63,0.38
Beauty and the Beast,Celine Dion and Peabo Bryson,1992,64,0.37
Warm It Up,Kris Kross,1992,65,0.36
In the Closet,Michael Jackson,1992,66,0.35
People Everyday,Arrested Development,1992,67,0.34
No Son of Mine,Genesis,1992,68,0.33
Wildside,Marky Mark and the Funky Bunch,1992,69,0.32
Do I Have to Say the Words?,Bryan Adams,1992,70,0.31
Friday I'm in Love,The Cure,1992,71,0.3
Everything About You,Ugly Kid Joe,1992,72,0.29
Blowing Kisses in the Wind,Paula Abdul,1992,73,0.28
Thought I'd Died and Gone to Heaven,Bryan Adams,1992,74,0.27
Rhythm Is a Dancer,Snap!,1992,75,0.26
Addams Groove,Hammer,1992,76,0.25
Missing You Now,Michael Bolton,1992,77,0.24
Back to the Hotel,N2Deep,1992,78,0.23
Everything Changes,Kathy Troccoli,1992,79,0.22
Have You Ever Needed Someone So Bad,Def Leppard,1992,80,0.21
Take This Heart,Richard Marx,1992,81,0.2
When I Look Into Your Eyes,FireHouse,1992,82,0.19
I Wanna Love You,Jade,1992,83,0.18
Uhh Ahh,Boyz II Men,1992,84,0.17
Real Love,Mary J. Blige,1992,85,0.16
Justified and Ancient,The KLF,1992,86,0.15
Slow Motion,Color Me Badd,1992,87,0.14
What About Your Friends,TLC,1992,88,0.13
Thinkin' Back,Color Me Badd,1992,89,0.12
Would I Lie to You?,Charles & Eddie,1992,90,0.11
That's What Love Is For,Amy Grant,1992,91,0.1
Keep Coming Back,Richard Marx,1992,92,0.09
Free Your Mind,En Vogue,1992,93,0.08
Keep It Comin',Keith Sweat,1992,94,0.07
Just Take My Heart,Mr. Big,1992,95,0.06
I Will Remember You,Amy Grant,1992,96,0.05
We Got a Love Thang,CeCe Peniston,1992,97,0.04
Let's Get Rocked,Def Leppard,1992,98,0.03
They Want EFX,Das EFX,1992,99,0.02
I Can't Make You Love Me,Bonnie Raitt,1992,100,0.01
I Will Always Love You,Whitney Houston,1993,1,1.0
Whoomp! (There It Is),Tag Team,1993,2,0.99
Can't Help Falling in Love,UB40,1993,3,0.98
That's the Way Love Goes,Janet Jackson,1993,4,0.97
Freak Me,Silk,1993,5,0.96
Weak,SWV,1993,6,0.95
If I Ever Fall in Love,Shai,1993,7,0.94
Dreamlover,Mariah Carey,1993,8,0.93
Rump Shaker,Wreckx-n-Effect,1993,9,0.92
Informer,Snow,1993,10,0.91
Nuthin' but a 'G' Thang,Dr. Dre,1993,11,0.9
In the Still of the Nite,Boyz II Men,1993,12,0.89
Don't Walk Away,Jade,1993,13,0.88
Knockin' da Boots,H-Town,1993,14,0.87
Lately,Jodeci,1993,15,0.86
Dazzey Duks,Duice,1993,16,0.85
Show Me Love,Robin S.,1993,17,0.84
A Whole New World,Peabo Bryson and Regina Belle,1993,18,0.83
If,Janet Jackson,1993,19,0.82
I'm So Into You,SWV,1993,20,0.81
Love Is,Vanessa Williams and Brian McKnight,1993,21,0.8
Runaway Train,Soul Asylum,1993,22,0.79
I'll Never Get Over You (Getting Over Me),Exposé,1993,23,0.78
Ditty,Paperboy,1993,24,0.77
Rhythm Is a Dancer,Snap!,1993,25,0.76
The River of Dreams,Billy Joel,1993,26,0.75
I'm Gonna Be (500 Miles),The Proclaimers,1993,27,0.74
Two Princes,Spin Doctors,1993,28,0.73
Right Here (Human Nature) / Downtown,SWV,1993,29,0.72
I Have Nothing,Whitney Houston,1993,30,0.71
Mr. Wendal,Arrested Development,1993,31,0.7
Have I Told You Lately,Rod Stewart,1993,32,0.69
Saving Forever for You,Shanice,1993,33,0.68
Ordinary World,Duran Duran,1993,34,0.67
If I Had No Loot,Tony! Toni! Toné!,1993,35,0.66
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,36,0.65
Slam,Onyx,1993,37,0.64
Looking Through Patient Eyes,P.M. Dawn,1993,38,0.63
I'm Every Woman,Whitney Houston,1993,39,0.62
Baby I'm Yours,Shai,1993,40,0.61
Come Undone,Duran Duran,1993,41,0.6
I Don't Wanna Fight,Tina Turner,1993,42,0.59
I'd Die Without You,P.M. Dawn,1993,43,0.58
"Whoot, There It Is",95 South,1993,44,0.57
Hip Hop Hooray,Naughty by Nature,1993,45,0.56
Another Sad Love Song,Toni Braxton,1993,46,0.55
Will You Be There,Michael Jackson,1993,47,0.54
Comforter,Shai,1993,48,0.53
Good Enough,Bobby Brown,1993,49,0.52
What's Up?,4 Non Blondes,1993,50,0.51
All That She Wants,Ace of Base,1993,51,0.5
7,Prince and The New Power Generation,1993,52,0.49
Dre Day,Dr. Dre,1993,53,0.48
One Last Cry,Brian McKnight,1993,54,0.47
Just Kickin' It,Xscape,1993,55,0.46
I Get Around,2Pac,1993,56,0.45
Bed of Roses,Bon Jovi,1993,57,0.44
Real Love,Mary J. Blige,1993,58,0.43
Here We Go Again!,Portrait,1993,59,0.42
Cryin',Aerosmith,1993,60,0.41
Cat's in the Cradle,Ugly Kid Joe,1993,61,0.4
What About Your Friends,TLC,1993,62,0.39
I Got a Man,Positive K,1993,63,0.38
Hey Mr. D.J.,Zhané,1993,64,0.37
Insane in the Brain,Cypress Hill,1993,65,0.36
Deeper and Deeper,Madonna,1993,66,0.35
Rain,Madonna,1993,67,0.34
The Right Kind of Love,Jeremy Jordan,1993,68,0.33
Bad Boys,Inner Circle,1993,69,0.32
That's What Love Can Do,Boy Krazy,1993,70,0.31
Do You Believe in Us,Jon Secada,1993,71,0.3
Angel,Jon Secada,1993,72,0.29
Forever in Love,Kenny G,1993,73,0.28
Again,Janet Jackson,1993,74,0.27
Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,1993,75,0.26
When She Cries,Restless Heart,1993,76,0.25
Sweat (A La La La La Long),Inner Circle,1993,77,0.24
It Was a Good Day,Ice Cube,1993,78,0.23
More and More,Captain Hollywood Project,1993,79,0.22
How Do You Talk to an Angel,The Heights,1993,80,0.21
Rebirth of Slick (Cool Like Dat),Digable Planets,1993,81,0.2
What Is Love,Haddaway,1993,82,0.19
To Love Somebody,Michael Bolton,1993,83,0.18
"Give It Up, Turn It Loose",En Vogue,1993,84,0.17
Alright,Kris Kross featuring Super Cat,1993,85,0.16
Check Yo Self,Ice Cube featuring Das EFX,1993,86,0.15
Fields of Gold,Sting,1993,87,0.14
Ooh Child,Dino,1993,88,0.13
Faithful,Go West,1993,89,0.12
Reason to Believe,Rod Stewart,1993,90,0.11
Break It Down Again,Tears for Fears,1993,91,0.1
Nothin' My Love Can't Fix,Joey Lawrence,1993,92,0.09
Three Little Pigs,Green Jellÿ,1993,93,0.08
Livin' on the Edge,Aerosmith,1993,94,0.07
Hey Jealousy,Gin Blossoms,1993,95,0.06
If I Ever Lose My Faith in You,Sting,1993,96,0.05
Anniversary,Tony! Toni! Toné!,1993,97,0.04
One Woman,Jade,1993,98,0.03
Can't Get Enough of Your Love,Taylor Dayne,1993,99,0.02
Two Steps Behind,Def Leppard,1993,100,0.01
The Sign,Ace of Base,1994,1,1.0
I Swear,All-4-One,1994,2,0.99
I'll Make Love to You,Boyz II Men,1994,3,0.98
The Power of Love,Celine Dion,1994,4,0.97
Hero,Mariah Carey,1994,5,0.96
Stay (I Missed You),Lisa Loeb and Nine Stories,1994,6,0.95
Breathe Again,Toni Braxton,1994,7,0.94
All for Love,"Bryan Adams, Rod Stewart and Sting",1994,8,0.93
All That She Wants,Ace of Base,1994,9,0.92
Don't Turn Around,Ace of Base,1994,10,0.91
Bump n' Grind,R. Kelly,1994,11,0.9
Again,Janet Jackson,1994,12,0.89
I'll Remember,Madonna,1994,13,0.88
Whatta Man,Salt-n-Pepa featuring En Vogue,1994,14,0.87
Wild Night,John Mellencamp with Meshell Ndegeocello,1994,15,0.86
Without You / Never Forget You,Mariah Carey,1994,16,0.85
You Mean the World to Me,Toni Braxton,1994,17,0.84
Can You Feel the Love Tonight,Elton John,1994,18,0.83
The Most Beautiful Girl in the World,Prince,1994,19,0.82
Fantastic Voyage,Coolio,1994,20,0.81
"Baby, I Love Your Way",Big Mountain,1994,21,0.8
Regulate,Warren G and Nate Dogg,1994,22,0.79
If You Go,Jon Secada,1994,23,0.78
Back & Forth,Aaliyah,1994,24,0.77
Now and Forever,Richard Marx,1994,25,0.76
When Can I See You,Babyface,1994,26,0.75
Please Forgive Me,Bryan Adams,1994,27,0.74
So Much in Love,All-4-One,1994,28,0.73
Shoop,Salt-n-Pepa,1994,29,0.72
"Any Time, Any Place / And On and On",Janet Jackson,1994,30,0.71
Shine,Collective Soul,1994,31,0.7
Said I Loved You...But I Lied,Michael Bolton,1994,32,0.69
Return to Innocence,Enigma,1994,33,0.68
All I Wanna Do,Sheryl Crow,1994,34,0.67
Mmm Mmm Mmm Mmm,Crash Test Dummies,1994,35,0.66
Can We Talk,Tevin Campbell,1994,36,0.65
Funkdafied,Da Brat,1994,37,0.64
I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1994,38,0.63
Gangsta Lean,DRS,1994,39,0.62
Because the Night,"10,000 Maniacs",1994,40,0.61
Cantaloop (Flip Fantasia),Us3,1994,41,0.6
Whoomp! (There It Is),Tag Team,1994,42,0.59
Come to My Window,Melissa Etheridge,1994,43,0.58
Stroke You Up,Changing Faces,1994,44,0.57
I'm Ready,Tevin Campbell,1994,45,0.56
100% Pure Love,Crystal Waters,1994,46,0.55
Anytime You Need a Friend,Mariah Carey,1994,47,0.54
Because of Love,Janet Jackson,1994,48,0.53
Linger,The Cranberries,1994,49,0.52
Loser,Beck,1994,50,0.51
Found Out About You,Gin Blossoms,1994,51,0.5
Gin and Juice,Snoop Doggy Dogg,1994,52,0.49
Never Lie,Immature,1994,53,0.48
Streets of Philadelphia,Bruce Springsteen,1994,54,0.47
Getto Jam,Domino,1994,55,0.46
Endless Love,Luther Vandross & Mariah Carey,1994,56,0.45
I Miss You,Aaron Hall,1994,57,0.44
Understanding,Xscape,1994,58,0.43
This D.J.,Warren G,1994,59,0.42
Cry for You,Jodeci,1994,60,0.41
Keep Ya Head Up,2Pac,1994,61,0.4
What's My Name?,Snoop Doggy Dogg,1994,62,0.39
Another Night,Real McCoy,1994,63,0.38
Your Body's Callin',R. Kelly,1994,64,0.37
Tootsee Roll,69 Boyz,1994,65,0.36
I Can See Clearly Now (from Cool Runnings),Jimmy Cliff,1994,66,0.35
Never Keeping Secrets,Babyface,1994,67,0.34
Crazy,Aerosmith,1994,68,0.33
Just Kickin' It,Xscape,1994,69,0.32
(At Your Best) You Are Love,Aaliyah,1994,70,0.31
Rock and Roll Dreams Come Through,Meat Loaf,1994,71,0.3
Amazing,Aerosmith,1994,72,0.29
Always,Erasure,1994,73,0.28
Groove Thang,Zhané,1994,74,0.27
Dreams,Gabrielle,1994,75,0.26
Mr. Vain,Culture Beat,1994,76,0.25
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,1994,77,0.24
Anything,SWV,1994,78,0.23
Beautiful in My Eyes,Joshua Kadison,1994,79,0.22
Stay,Eternal,1994,80,0.21
Flava in Ya Ear,Craig Mack,1994,81,0.2
U.N.I.T.Y.,Queen Latifah,1994,82,0.19
Prayer for the Dying,Seal,1994,83,0.18
Secret,Madonna,1994,84,0.17
Here Comes the Hotstepper,Ini Kamoze,1994,85,0.16
Everyday,Phil Collins,1994,86,0.15
Don't Take the Girl,Tim McGraw,1994,87,0.14
Got Me Waiting,Heavy D & the Boyz,1994,88,0.13
"December, 1963 (Oh, What a Night)",The Four Seasons,1994,89,0.12
Indian Outlaw,Tim McGraw,1994,90,0.11
Always,Bon Jovi,1994,91,0.1
I'm the Only One,Melissa Etheridge,1994,92,0.09
Back in the Day,Ahmad,1994,93,0.08
Love Sneakin' Up On You,Bonnie Raitt,1994,94,0.07
I'll Take You There (from Threesome),General Public,1994,95,0.06
Always in My Heart,Tevin Campbell,1994,96,0.05
What Is Love,Haddaway,1994,97,0.04
And Our Feelings,Babyface,1994,98,0.03
Bop Gun (One Nation),Ice Cube featuring George Clinton,1994,99,0.02
I Wanna Be Down,Brandy,1994,100,0.01
Gangsta's Paradise,Coolio featuring L.V.,1995,1,1.0
Waterfalls,TLC,1995,2,0.99
Creep,TLC,1995,3,0.98
Kiss from a Rose,Seal,1995,4,0.97
On Bended Knee,Boyz II Men,1995,5,0.96
Another Night,Real McCoy,1995,6,0.95
Fantasy,Mariah Carey,1995,7,0.94
Take a Bow,Madonna,1995,8,0.93
Don't Take It Personal (Just One of Dem Days),Monica,1995,9,0.92
This Is How We Do It,Montell Jordan,1995,10,0.91
I Know,Dionne Farris,1995,11,0.9
Water Runs Dry,Boyz II Men,1995,12,0.89
Freak Like Me,Adina Howard,1995,13,0.88
Run-Around,Blues Traveler,1995,14,0.87
I Can Love You Like That,All-4-One,1995,15,0.86
Have You Ever Really Loved a Woman?,Bryan Adams,1995,16,0.85
Always,Bon Jovi,1995,17,0.84
Boombastic / In the Summertime,Shaggy,1995,18,0.83
Total Eclipse of the Heart,Nicki French,1995,19,0.82
You Gotta Be,Des'ree,1995,20,0.81
You Are Not Alone,Michael Jackson,1995,21,0.8
Hold My Hand,Hootie & the Blowfish,1995,22,0.79
One More Chance/Stay with Me,The Notorious B.I.G.,1995,23,0.78
Here Comes the Hotstepper,Ini Kamoze,1995,24,0.77
Candy Rain,Soul for Real,1995,25,0.76
Let Her Cry,Hootie & the Blowfish,1995,26,0.75
I Believe,Blessid Union of Souls,1995,27,0.74
Red Light Special,TLC,1995,28,0.73
Runaway,Janet Jackson,1995,29,0.72
Strong Enough,Sheryl Crow,1995,30,0.71
Colors of the Wind,Vanessa Williams,1995,31,0.7
Someone to Love,Jon B. featuring Babyface,1995,32,0.69
Only Wanna Be with You,Hootie & the Blowfish,1995,33,0.68
If You Love Me,Brownstone,1995,34,0.67
In the House of Stone and Light,Martin Page,1995,35,0.66
I Got 5 on It,Luniz,1995,36,0.65
Baby,Brandy,1995,37,0.64
Run Away,Real McCoy,1995,38,0.63
As I Lay Me Down,Sophie B. Hawkins,1995,39,0.62
He's Mine,MoKenStef,1995,40,0.61
December,Collective Soul,1995,41,0.6
I'll Be There for You/You're All I Need to Get By,Method Man featuring Mary J. Blige,1995,42,0.59
Shy Guy,Diana King,1995,43,0.58
I'm the Only One,Melissa Etheridge,1995,44,0.57
Every Little Thing I Do,Soul for Real,1995,45,0.56
Before I Let You Go,Blackstreet,1995,46,0.55
